Fiscal Year,Library,County,AENGLC Rank,Population of Service Area,Total Library Visits,Library Visits Per Capita Served,Total Registered Borrowers,Percent of Residents with Library Cards,Reference Questions,Reference Questions Per Capita Served,Total Circulation,Circulation Per Capita Served,Total Programs (Synchronous + Prerecorded),Total Program Attendance & Views,Total Program Attendance & Views Per Capita Served,Use of Public Internet Computers,Total Collection,Collection Per Capita Served,Total Operating Income,Operating Income Per Capita,Town Tax Appropriation for Library,Tax Appropriation Per Capita Served,Library Materials Expenditures,Wages & Salaries Expenditures,Operating Expenditures,Operating Expenditures Per Capita
2019,West Haven,New Haven,159,54879,186623,3.4,15600,0.28,17428,0.3,111186,2,1207,11372,0.2,33705,122563,2.2,1607259,29.29,1521000,27.72,78091,950202,1590544,29
2019,Westbrook,Middlesex,25,6914,39300,5.7,3281,0.47,9914,1.4,36185,5.2,736,8857,1.3,6657,56651,8.2,478365,69.19,447214,64.68,54704,301976,465629,67.3
2019,Weston,Fairfield,6,10247,68982,6.7,3552,0.35,7800,0.8,70495,6.9,752,8288,0.8,2304,50003,4.9,498670,48.66,489441,47.76,66451,336239,579559,56.6
2019,Westport,Fairfield,4,28115,183198,6.5,16093,0.57,140504,5,310774,11.1,1498,35174,1.3,,112987,4,5527303,196.6,4532739,161.22,404094,3171008,5460046,194.2
2019,Wethersfield,Hartford,106,26082,157110,6,9834,0.38,38708,1.5,314758,12.1,448,11152,0.4,32039,109091,4.2,2015343,77.27,1959135,75.11,134605,1092673,1912450,73.3
2019,Willington,Tolland,123,5887,38622,6.6,4237,0.72,16957,2.9,61925,10.5,139,18928,3.2,6406,50362,8.6,199551,33.9,185189,31.46,66381,90959,276162,46.9
2019,Wilton,Fairfield,8,18397,256728,14,9608,0.52,35019,1.9,259968,14.1,851,25039,1.4,9765,141643,7.7,3671678,199.58,2777453,150.97,187755,1882572,3523147,191.5
2019,Winchester - Beardsley,Litchfield,146,15684,21026,2,6631,0.62,1533,0.1,54716,5.1,276,7038,0.7,3279,36193,3.4,401226,37.66,270259,25.36,35237,160815,377048,35.4
2019,Windham - Guilford Sm,Windham,168,,2930,0.1,180,0.01,,,3786,0.2,150,1071,0,171,11309,0.5,28286,1.14,0,0,5575,34470,65000,2.6
2019,Windham - Willimantic,Windham,168,24706,59511,2.4,3529,0.14,,,31113,1.3,257,5668,0.2,6992,48881,2,559037,22.63,557320,22.56,30000,450900,559656,22.7
2019,Windham - Windham Free,Windham,168,,9100,0.4,555,0.02,751,0,10513,0.4,66,1752,0.1,83,6572,0.3,66114,2.68,48455,1.96,6546,27831,59541,2.4
2019,Windsor,Hartford,90,28760,254089,8.8,10161,0.35,59179,2.1,250891,8.7,929,14668,0.5,36625,148063,5.1,1711074,59.49,1640776,57.05,163460,939820,1666850,58
2019,Windsor Locks,Hartford,104,12876,,,4100,0.32,,,63099,4.9,231,3574,0.3,6044,54388,4.2,512494,39.8,482268,37.45,84421,294704,502634,39
2019,Wolcott,New Haven,124,16649,50979,3.1,3341,0.2,2307,0.1,50520,3,268,4668,0.3,3486,65232,3.9,376204,22.6,369174,22.17,33270,188650,293668,17.6
2019,Woodbridge,New Haven,28,8805,111211,12.6,4371,0.5,2705,0.3,148971,16.9,460,8168,0.9,5857,82668,9.4,816318,92.71,775515,88.08,105196,542256,1004972,114.1
2019,Woodbury,Litchfield,49,9537,96994,10.2,3985,0.42,1295,0.1,108740,11.4,540,11775,1.2,10157,91744,9.6,672418,70.51,642915,67.41,95089,444933,645208,67.7
2019,Woodstock - Bracken,Windham,109,7862,6500,0.8,2000,0.25,5000,0.6,6934,0.9,53,620,0.1,1000,16826,2.1,15300,1.95,15300,1.95,6500,4750,13543,1.7
2019,Woodstock - May,Windham,109,,2015,0.3,600,0.08,,,3347,0.4,20,364,0,24,11617,1.5,29184,3.71,27019,3.44,4222,9525,23069,2.9
2019,Woodstock - North,Windham,,,,,,,,,,,,,,,,,,,,,,,,
2019,Woodstock - West,Windham,109,,4131,0.5,700,0.09,4,0,15205,1.9,120,2870,0.4,8,10342,1.3,34297,4.36,29222,3.72,3793,17116,30876,3.9
2020,Andover,Tolland,108,3236,6060,1.9,3177,0.98,457,0.1,12026,3.7,148,1803,0.6,600,23088,7.1,104115,32.17,102680,31.73,9798,71800,90249,27.9
2020,Ansonia,New Haven,163,18654,31500,1.7,5585,0.3,7750,0.4,27750,1.5,121,2372,0.1,4093,70801,3.8,502116,26.92,480092,25.74,26146,407610,497192,26.7
2020,Ashford-Babcock,Windham,127,4255,9306,2.2,1419,0.33,400,0.1,25837,6.1,308,2272,0.5,1402,41727,9.8,191201,44.94,185000,43.48,18500,116456,163422,38.4
2020,Avon,Hartford,23,18276,127172,7,8257,0.45,21174,1.2,217594,11.9,1096,30247,1.7,8234,110177,6,1852575,101.37,1720491,94.14,180056,1030900,1849180,101.2
2020,Beacon Falls,New Haven,120,6222,7585,1.2,1363,0.22,892,0.1,12952,2.1,201,3635,0.6,838,16756,2.7,195535,31.43,192364,30.92,13257,131506,228824,36.8
2020,Berlin - East Berlin,Hartford,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Berlin Free,Hartford,,,,,,,,,,,,,,,,,,,,,,,,
2020,Berlin-Peck,Hartford,60,20436,61398,3,7174,0.35,19692,1,160662,7.9,591,14911,0.7,6484,92033,4.5,1073620,52.54,1040632,50.92,119064,646541,1068253,52.3
2020,Bethany - Clark,New Haven,54,5548,7646,1.4,1871,0.34,,,31016,5.6,314,2837,0.5,1079,35228,6.3,330549,59.58,292604,52.74,17843,141518,273078,49.2
2020,Bethel,Fairfield,71,19800,96163,4.9,6287,0.32,8043,0.4,110297,5.6,779,9421,0.5,7203,108184,5.5,894975,45.2,874900,44.19,120746,584100,1108371,56
2020,Bethlehem,Litchfield,77,3402,6180,1.8,2797,0.82,1330,0.4,9009,2.6,47,559,0.2,4230,18666,5.5,139957,41.14,131500,38.65,4450,98768,122592,36
2020,Bloomfield - Prosser,Hartford,82,21211,99587,4.7,6580,0.31,21264,1,154625,7.3,864,13834,0.7,19581,124078,5.8,1889432,89.08,1865881,87.97,139590,1380733,1882132,88.7
2020,Bolton - Bentley,Tolland,75,4884,23319,4.8,1434,0.29,2063,0.4,27143,5.6,114,1192,0.2,0,45965,9.4,276086,56.53,273899,56.08,30571,228055,294205,60.2
2020,Branford - Blackstone,New Haven,42,27900,64628,2.3,9971,0.36,63152,2.3,208193,7.5,492,6159,0.2,14836,62278,2.2,1665500,59.7,1443962,51.75,79048,901760,1566385,56.1
2020,Branford - Willoughby,New Haven,42,,20192,0.7,1348,0.05,,,24061,0.9,125,2538,0.1,0,22120,0.8,247233,8.86,230834,8.27,25399,197771,249451,8.9
2020,Bridgeport,Fairfield,165,144399,176224,1.2,20494,0.14,64061,0.4,157761,1.1,884,13510,0.1,64061,553421,3.8,7813575,54.11,7753227,53.69,498272,3225480,6195946,42.9
2020,Bridgewater - Burnham,Litchfield,11,1635,10979,6.7,648,0.4,175,0.1,11403,7,226,2974,1.8,750,29858,18.3,164307,100.49,120000,73.39,11689,111370,171961,105.2
2020,Bristol,Hartford,142,59947,168232,2.8,17740,0.3,22671,0.4,266729,4.4,1942,53517,0.9,27518,224066,3.7,2358378,39.34,2282322,38.07,206798,1846535,3924402,65.5
2020,Brookfield,Fairfield,38,16973,76137,4.5,8202,0.48,2493,0.1,101117,6,709,12018,0.7,4782,61372,3.6,822630,48.47,807361,47.57,80801,574845,803258,47.3
2020,Brooklyn,Windham,148,8272,3231,0.4,3920,0.47,394,0,10695,1.3,3,36,0,620,12128,1.5,143516,17.35,143117,17.3,15228,85937,127101,15.4
2020,Burlington,Hartford,63,9704,23036,2.4,3138,0.32,1328,0.1,58637,6,198,2224,0.2,656,49980,5.2,352082,36.28,346881,35.75,37936,268627,490016,50.5
2020,Canaan - David Hunt,Litchfield,40,1053,7440,7.1,479,0.45,450,0.4,8827,8.4,96,3657,3.5,268,24161,22.9,153348,145.63,48750,46.3,11965,79771,153348,145.6
2020,Canterbury,Windham,136,5079,15410,3,2160,0.43,2322,0.5,23626,4.7,330,2671,0.5,3567,18577,3.7,137118,27,128817,25.36,15335,104343,139236,27.4
2020,Canton,Hartford,49,10254,56178,5.5,3930,0.38,3987,0.4,101716,9.9,364,6099,0.6,4900,73150,7.1,635954,62.02,605695,59.07,90928,491763,628245,61.3
2020,Chaplin,Windham,132,2239,4051,1.8,1794,0.8,518,0.2,5597,2.5,116,1404,0.6,370,22048,9.8,73691,32.91,73510,32.83,8725,39294,74495,33.3
2020,Cheshire,New Haven,78,28937,155253,5.4,13533,0.47,14065,0.5,291930,10.1,560,14258,0.5,12285,107222,3.7,1830235,63.25,1758997,60.79,209361,1474203,1811850,62.6
2020,Chester,Middlesex,66,4213,7588,1.8,1388,0.33,812,0.2,13636,3.2,106,872,0.2,884,16051,3.8,160840,38.18,156426,37.13,13304,101718,162094,38.5
2020,Clinton - Henry C. Hull,Middlesex,69,12925,123500,9.6,9731,0.75,40300,3.1,128355,9.9,915,21366,1.7,96500,68997,5.3,869720,67.29,749820,58.01,75483,540339,920724,71.2
2020,Colchester - Cragin,New London,76,15809,92580,5.9,5742,0.36,6685,0.4,114155,7.2,601,11743,0.7,6670,74740,4.7,749308,47.4,728082,46.05,56563,436654,737332,46.6
2020,Columbia - S.B. Little,Tolland,94,5379,15633,2.9,3475,0.65,,,40523,7.5,350,6486,1.2,1212,67364,12.5,422690,78.58,399265,74.23,53907,243013,422690,78.6
2020,Cornwall,Litchfield,15,1362,23839,17.5,1597,1.17,800,0.6,15324,11.3,342,5431,4,1600,27990,20.6,168221,123.51,55000,40.38,9284,70298,163100,119.8
2020,Coventry - Booth Dim,Tolland,107,12407,26173,2.1,6071,0.49,5424,0.4,58653,4.7,400,7088,0.6,8988,43489,3.5,513573,41.39,500550,40.34,37201,322956,503057,40.5
2020,Cromwell,Middlesex,80,13839,40000,2.9,6120,0.44,1706,0.1,94450,6.8,295,5232,0.4,4474,58753,4.2,597141,43.15,594581,42.96,65287,436163,550721,39.8
2020,Danbury,Fairfield,124,84694,221882,2.6,26961,0.32,27955,0.3,307720,3.6,1292,28712,0.3,49314,104636,1.2,2359033,27.85,2239555,26.44,165000,1515060,1881806,22.2
2020,Darien,Fairfield,3,21728,229935,10.6,12430,0.57,42049,1.9,472129,21.7,1045,32722,1.5,117645,126054,5.8,4970998,228.78,3820120,175.82,440562,2554696,4967430,228.6
2020,Deep River,Middlesex,67,4443,25175,5.7,1919,0.43,2000,0.5,18599,4.2,232,5464,1.2,989,27867,6.3,229580,51.67,217854,49.03,25000,120665,210978,47.5
2020,Derby,New Haven,156,12339,23500,1.9,2784,0.23,3453,0.3,28197,2.3,392,5155,0.4,6356,71338,5.8,540943,43.84,493941,40.03,43083,316324,456212,37
2020,Derby - Derby Neck,New Haven,156,,34412,2.8,1760,0.14,6563,0.5,24471,2,639,9726,0.8,4682,70111,5.7,673837,54.61,0,,36725,316985,586830,47.6
2020,Durham,Middlesex,50,7165,52571,7.3,3238,0.45,1764,0.2,104933,14.6,368,5268,0.7,4550,58008,8.1,560555,78.24,527464,73.62,66628,360402,610511,85.2
2020,East Granby,Hartford,64,5140,33411,6.5,2793,0.54,1661,0.3,31021,6,332,4200,0.8,788,39710,7.7,281893,54.84,209000,40.66,18230,159031,269416,52.4
2020,East Haddam,Middlesex,89,8997,27072,3,3571,0.4,915,0.1,47104,5.2,299,3993,0.4,7530,43961,4.9,405659,45.09,328664,36.53,29209,252748,374320,41.6
2020,East Hampton,Middlesex,98,12800,42015,3.3,4935,0.39,5489,0.4,85607,6.7,393,7547,0.6,3759,59760,4.7,436490,34.1,431682,33.73,88010,278044,524623,41
2020,East Hartford,Hartford,159,49872,89154,1.8,13366,0.27,5418,0.1,70962,1.4,570,8423,0.2,28543,78064,1.6,1230731,24.68,1222934,24.52,73356,939336,1194696,24
2020,East Haven - Hagaman,New Haven,134,28569,92250,3.2,6297,0.22,20690,0.7,57312,2,854,18173,0.6,16943,75224,2.6,982749,34.4,763503,26.72,51026,491444,913159,32
2020,East Lyme,New London,58,18462,39475,2.1,6570,0.36,7301,0.4,137298,7.4,378,4838,0.3,8023,122786,6.7,1325885,71.82,1231664,66.71,132749,687735,1244830,67.4
2020,East Windsor - Warehouse,Hartford,117,11668,13048,1.1,2396,0.21,194,0,26631,2.3,119,2264,0.2,1414,39991,3.4,415426,35.6,273360,23.43,16039,202923,396574,34
2020,Eastford,Windham,112,1790,2705,1.5,850,0.47,225,0.1,7381,4.1,28,311,0.2,83,13940,7.8,50646,28.29,49830,27.84,11150,33000,51885,29
2020,Easton,Fairfield,18,7521,21141,2.8,4039,0.54,,,53289,7.1,405,4196,0.6,0,67182,8.9,787819,104.75,773356,102.83,66661,372084,566092,75.3
2020,Ellington - Hall,Tolland,100,16467,74084,4.5,6604,0.4,2679,0.2,92604,5.6,280,6155,0.4,5166,67415,4.1,690770,41.95,663417,40.29,90568,510419,794099,48.2
2020,Enfield,Hartford,146,43659,95380,2.2,14429,0.33,33546,0.8,174468,4,475,12456,0.3,26663,129150,3,1750482,40.09,1727930,39.58,163781,1121265,1647972,37.7
2020,Essex,Middlesex,26,6668,35383,5.3,2158,0.32,5876,0.9,55401,8.3,245,4666,0.7,0,38273,5.7,519038,77.84,299876,44.97,20573,333938,509181,76.4
2020,Essex - Ivoryton,Middlesex,26,,6034,0.9,480,0.07,1350,0.2,12571,1.9,136,1433,0.2,1084,17195,2.6,145866,21.88,112993,16.95,13221,79763,120932,18.1
2020,Fairfield,Fairfield,19,62045,308836,5,23658,0.38,54473,0.9,559602,9,1410,33466,0.5,33648,233691,3.8,3616111,58.28,3488031,56.22,584446,2605956,3549625,57.2
2020,Fairfield - Pequot,Fairfield,19,,38680,0.6,29058,0.47,1350,0,21566,0.3,344,21853,0.4,0,114320,1.8,1368733,22.06,350000,5.64,67704,674254,1333236,21.5
2020,Farmington,Hartford,27,25497,169296,6.6,17688,0.69,41629,1.6,241375,9.5,1022,20434,0.8,8331,196161,7.7,2952731,115.81,2603023,102.09,156127,1495627,2463046,96.6
2020,Franklin - Janet Carlson,New London,68,1920,5642,2.9,438,0.23,89,0,8689,4.5,255,2435,1.3,184,24507,12.8,75766,39.46,71913,37.45,19280,51385,74102,38.6
2020,Glastonbury - East,Hartford,,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Glastonbury - Welles-T.,Hartford,35,34482,116659,3.4,13229,0.38,12363,0.4,270066,7.8,335,6441,0.2,16117,133558,3.9,1779412,51.6,1699739,49.29,272811,862434,1702431,49.4
2020,Goshen,Litchfield,34,2863,7657,2.7,2994,1.05,175,0.1,19649,6.9,154,849,0.3,589,30855,10.8,167806,58.61,157760,55.1,24800,122550,156400,54.6
2020,Granby,Hartford,70,11507,48413,4.2,3798,0.33,7317,0.6,78233,6.8,411,7972,0.7,3424,62633,5.4,566910,49.27,545606,47.42,44993,431532,706383,61.4
2020,Greenwich,Fairfield,1,62840,357768,5.7,41461,0.66,71357,1.1,1096719,17.5,1753,41802,0.7,311885,305219,4.9,10492343,166.97,8392138,133.55,1112821,6187593,9694726,154.3
2020,Greenwich - Perrot,Fairfield,1,,112080,1.8,5289,0.08,25994,0.4,232178,3.7,352,8942,0.1,11881,69037,1.1,1754487,27.92,1677342,26.69,174193,1220888,1745009,27.8
2020,Griswold - Slater,New London,151,15754,18602,1.2,2935,0.19,1209,0.1,20210,1.3,121,1735,0.1,2505,27782,1.8,166649,10.58,109500,6.95,6836,76421,142064,9
2020,Groton,New London,115,38436,130183,3.4,10336,0.27,23088,0.6,220682,5.7,780,19098,0.5,36692,130074,3.4,1595762,41.52,1542979,40.14,151820,1257877,1704549,44.3
2020,Groton - Bill,New London,115,10000,17304,1.7,751,0.08,2572,0.3,13542,1.4,157,2932,0.3,0,17044,1.7,284599,28.46,25000,2.5,19525,165459,228984,22.9
2020,Groton - Mystic,New London,115,,74425,5,3203,0.22,1650,0.1,43139,2.9,557,6573,0.4,5700,36011,2.4,760048,51.42,201500,13.63,35564,406348,724932,49
2020,Guilford,New Haven,28,22133,112000,5.1,11838,0.53,11884,0.5,232957,10.5,3869,24663,1.1,18433,107316,4.8,1196784,54.07,985942,44.55,84000,835848,1124942,50.8
2020,Haddam - Brainerd,Middlesex,56,8193,27200,3.3,7593,0.93,500,0.1,51357,6.3,159,3170,0.4,1134,40377,4.9,415505,50.71,345156,42.13,22436,295556,419755,51.2
2020,Hamden,New Haven,135,60556,87975,1.5,16239,0.27,8796,0.1,287248,4.7,776,7304,0.1,20254,157187,2.6,2224184,36.73,2134946,35.26,250000,1710566,2127824,35.1
2020,Hampton - Fletcher,Windham,122,1842,3739,2,1302,0.71,,,4160,2.3,161,1352,0.7,31,16131,8.8,54926,29.82,34680,18.83,26672,18720,67583,36.7
2020,Hartford,Hartford,168,122105,571082,4.7,64529,0.53,65473,0.5,198418,1.6,3553,57684,0.5,85759,244115,2,12385103,101.43,8201317,67.17,330858,5545573,10808566,88.5
2020,Hartland,Hartford,96,2120,347,0.2,653,0.31,,,1132,0.5,0,0,0,57,6740,3.2,12225,5.77,12225,5.77,5602,0,6759,3.2
2020,Harwinton,Litchfield,81,5420,12641,2.3,2258,0.42,1130,0.2,32479,6,153,2627,0.5,905,38256,7.1,206465,38.09,183520,33.86,25285,159616,217470,40.1
2020,Hebron - Douglas,Tolland,99,9504,39019,4.1,3358,0.35,4016,0.4,43448,4.6,231,3984,0.4,2000,42423,4.5,468025,49.25,423571,44.57,48319,274058,453709,47.7
2020,Kent,Litchfield,29,2777,32685,11.8,1153,0.42,400,0.1,21978,7.9,497,11151,4,3545,30363,10.9,381719,137.46,100500,36.19,20701,208543,391026,140.8
2020,Killingly,Windham,141,17336,75591,4.4,4236,0.24,500,0,65791,3.8,571,9196,0.5,11316,67576,3.9,617562,35.62,536448,30.94,65000,412898,677420,39.1
2020,Killingworth,Middlesex,52,6364,16150,2.5,2670,0.42,1345,0.2,27876,4.4,146,1858,0.3,2160,31287,4.9,336962,52.95,263500,41.4,36566,206862,357395,56.2
2020,Lebanon - JonTrumbull,New London,110,7144,30000,4.2,2717,0.38,1200,0.2,44486,6.2,372,4123,0.6,800,55607,7.8,348157,48.73,296000,41.43,44995,157830,325761,45.6
2020,Ledyard,New London,119,14621,36170,2.5,4450,0.3,7133,0.5,80383,5.5,416,7510,0.5,4364,65851,4.5,532182,36.4,495562,33.89,65630,389149,697285,47.7
2020,Litchfield - OWL,Litchfield,47,8094,53257,6.6,3471,0.43,4950,0.6,94822,11.7,372,7515,0.9,9000,96137,11.9,875663,108.19,368769,45.56,83954,438397,814592,100.6
2020,Lyme,New London,17,2316,11368,4.9,1253,0.54,507,0.2,13385,5.8,57,463,0.2,965,26788,11.6,206058,88.97,146518,63.26,29818,114017,190443,82.2
2020,Madison - E.C.Scranton,New Haven,25,18030,24885,1.4,6388,0.35,8770,0.5,102168,5.7,333,5499,0.3,2639,66487,3.7,1159898,64.33,948480,52.61,60729,560123,1172278,65
2020,Manchester,Hartford,137,57584,192178,3.3,21625,0.38,33746,0.6,629139,10.9,769,20485,0.4,0,211096,3.7,3244477,56.34,3103497,53.9,361470,1880180,3242416,56.3
2020,Mansfield,Tolland,158,25487,43367,1.7,4183,0.16,9942,0.4,185359,7.3,289,6943,0.3,4319,85386,3.4,1022197,40.11,983927,38.61,111520,630326,1003450,39.4
2020,Marlborough-Richmond,Hartford,83,6335,28880,4.6,2297,0.36,4531,0.7,76970,12.1,100,2158,0.3,2323,41529,6.6,380364,60.04,342168,54.01,39107,233066,408355,64.5
2020,Meriden,New Haven,157,59395,156482,2.6,14365,0.24,25392,0.4,184109,3.1,486,7949,0.1,32805,138269,2.3,2103287,35.41,2022189,34.05,197659,1722769,2530000,42.6
2020,Middlebury,New Haven,43,7798,34213,4.4,2421,0.31,,,65073,8.3,592,3745,0.5,0,69445,8.9,409151,52.47,404922,51.93,79902,278536,414792,53.2
2020,Middlefield - Levi Coe,Middlesex,73,4374,8105,1.9,1196,0.27,2010,0.5,25544,5.8,129,1877,0.4,605,19511,4.5,310927,71.09,298940,68.34,17428,176948,292523,66.9
2020,Middletown - Russell,Middlesex,129,46258,141733,3.1,14338,0.31,34347,0.7,256695,5.5,631,12442,0.3,28039,164254,3.6,3261462,70.51,3133496,67.74,228437,2684389,3305325,71.5
2020,Milford,New Haven,55,54747,140000,2.6,21965,0.4,19493,0.4,178968,3.3,381,8705,0.2,0,136727,2.5,1736697,31.72,1679702,30.68,161100,938955,1694351,30.9
2020,Monroe - Edith Wheeler,Fairfield,46,19434,79460,4.1,8561,0.44,7096,0.4,108430,5.6,563,12330,0.6,2534,88942,4.6,813309,41.85,768738,39.56,84548,550217,792015,40.8
2020,Montville - Raymond,New London,147,18508,10348,0.6,6740,0.36,15,0,26784,1.4,64,2444,0.1,418,16781,0.9,94509,5.11,60000,3.24,13004,104735,154502,8.3
2020,Morris,Litchfield,39,2254,11362,5,867,0.38,925,0.4,15060,6.7,119,2768,1.2,555,17498,7.8,116877,51.85,104960,46.57,12940,81945,114534,50.8
2020,Naugatuck - Howard W.,New Haven,153,31108,134214,4.3,5933,0.19,7602,0.2,53593,1.7,594,8341,0.3,9065,55984,1.8,820824,26.39,584216,18.78,32629,453255,702779,22.6
2020,New Britain,Hartford,166,72495,161324,2.2,16337,0.23,19920,0.3,207114,2.9,754,12562,0.2,21110,220830,3,3113135,42.94,3026040,41.74,233059,1700685,2903107,40
2020,New Canaan,Fairfield,2,20233,145637,7.2,11756,0.58,21964,1.1,266319,13.2,1197,30993,1.5,20813,116752,5.8,3622164,179.02,2702035,133.55,231446,1990338,3465716,171.3
2020,New Fairfield,Fairfield,48,13878,42761,3.1,7074,0.51,,,63646,4.6,244,5696,0.4,3133,45794,3.3,511149,36.83,494400,35.62,28635,433442,664709,47.9
2020,New Hartford - Bakerville,Litchfield,92,,4069,0.6,1218,0.18,538,0.1,3469,0.5,10,741,0.1,1918,12503,1.9,84631,12.72,53400,8.02,7541,24848,61377,9.2
2020,New Hartford-Licia M.B.,Litchfield,92,6656,51300,7.7,3512,0.53,5810,0.9,51639,7.8,282,3260,0.5,3912,79886,12,364595,54.78,245000,36.81,49475,200968,376216,56.5
2020,New Haven,New Haven,161,130250,366630,2.8,36984,0.28,43591,0.3,256067,2,2739,39291,0.3,69704,383550,2.9,4492558,34.49,4067393,31.23,465118,2867881,5647579,43.4
2020,New London,New London,109,26858,91307,3.4,5957,0.22,38446,1.4,53453,2,697,11371,0.4,15065,83657,3.1,985576,36.7,885600,32.97,30914,426529,786185,29.3
2020,New Milford,Litchfield,164,26805,84742,3.2,14198,0.53,9731,0.4,131863,4.9,747,69134,2.6,6441,73905,2.8,995273,37.13,975956,36.41,134533,660518,1008387,37.6
2020,Newington - Lucy Welles,Hartford,85,30014,109866,3.7,10572,0.35,39395,1.3,213500,7.1,929,33807,1.1,0,167434,5.6,2583665,86.08,2560641,85.31,227438,1422262,2588133,86.2
2020,Newtown - Cyr.Booth,Fairfield,44,27891,83359,3,10015,0.36,12530,0.4,163937,5.9,642,11890,0.4,0,120179,4.3,1578269,56.59,1353380,48.52,79311,833456,1510318,54.2
2020,Norfolk,Litchfield,30,1630,35407,21.7,1214,0.74,8500,5.2,17915,11,213,6347,3.9,513,37353,22.9,478751,293.71,2500,1.53,35022,216059,478751,293.7
2020,North Branford,New Haven,93,14146,44437,3.1,5596,0.4,3967,0.3,73440,5.2,469,8933,0.6,3967,71124,5,736684,52.08,699668,49.46,74809,460034,744936,52.7
2020,North Canaan - Douglas,Litchfield,118,3251,6000,1.8,632,0.19,350,0.1,9192,2.8,114,470,0.1,813,21452,6.6,128496,39.53,97740,30.06,7916,65126,105687,32.5
2020,North Haven,New Haven,59,23683,64158,2.7,8855,0.37,28416,1.2,159665,6.7,533,11565,0.5,9220,105253,4.4,1022123,43.16,984125,41.55,95834,685782,1003739,42.4
2020,North Stonington-Wheeler,New London,103,5196,14007,2.7,2198,0.42,277,0.1,25412,4.9,40,907,0.2,2276,21204,4.1,131356,25.28,30000,5.77,25141,73900,151721,29.2
2020,Norwalk,Fairfield,36,88816,428455,4.8,52716,0.59,27976,0.3,178327,2,2134,35508,0.4,22880,174370,2,3865227,43.52,3862956,43.49,423800,2992147,5135917,57.8
2020,Norwalk - East,Fairfield,,,,,,,,,,,,,,,,,,,,,,,,
2020,Norwalk - Rowayton,Fairfield,36,3700,24622,0.3,2341,0.03,2556,0,70720,0.8,272,3418,0,3671,29495,0.3,327422,3.69,216000,2.43,46736,116779,253265,2.9
2020,Norwich - Otis,New London,160,38768,74467,1.9,30400,0.78,2114,0.1,66518,1.7,331,5809,0.1,18506,94156,2.4,1153764,29.76,995000,25.67,41115,715584,1147642,29.6
2020,Old Lyme - Phoebe,New London,22,7306,30189,4.1,3960,0.54,1200,0.2,53788,7.4,96,2300,0.3,5084,42192,5.8,878540,120.25,345000,47.22,26062,398907,720093,98.6
2020,Old Saybrook - Acton,Middlesex,21,10061,73839,7.3,4238,0.42,7468,0.7,99316,9.9,595,9107,0.9,9550,72805,7.2,1029112,102.29,1006836,100.07,112793,499894,908886,90.3
2020,Orange - Case,New Haven,32,13926,58552,4.2,5021,0.36,9412,0.7,94361,6.8,219,7616,0.5,4764,94109,6.8,760703,54.62,755374,54.24,50734,458836,959534,68.9
2020,Oxford,New Haven,74,13255,55975,4.2,4084,0.31,1364,0.1,37926,2.9,550,4535,0.3,7028,29402,2.2,573431,43.26,558656,42.15,34489,244018,565915,42.7
2020,Plainfield - Aldrich,Windham,152,15125,8765,0.6,5720,0.38,432,0,24335,1.6,60,1099,0.1,3895,52109,3.4,73033,4.83,71798,4.75,3157,36360,51095,3.4
2020,Plainville,Hartford,131,17534,73711,4.2,4404,0.25,9945,0.6,134303,7.7,392,11166,0.6,18075,92962,5.3,740967,42.26,649951,37.07,105634,488696,717860,40.9
2020,Plymouth - Terryville,Litchfield,145,11598,34700,3,2748,0.24,1547,0.1,35030,3,346,4930,0.4,5554,65019,5.6,398175,34.33,380428,32.8,52051,260348,391901,33.8
2020,Pomfret,Windham,102,4203,7500,1.8,1504,0.36,1500,0.4,14229,3.4,108,1283,0.3,350,19116,4.5,119313,28.39,111891,26.62,11308,83625,111891,26.6
2020,Portland,Middlesex,79,9267,47035,5.1,3773,0.41,2817,0.3,101337,10.9,252,5139,0.6,5695,72624,7.8,719202,77.61,686905,74.12,79404,527543,743216,80.2
2020,Preston,New London,123,4625,4940,1.1,1110,0.24,331,0.1,9358,2,58,645,0.1,1045,35526,7.7,173251,37.46,170534,36.87,17965,109792,198964,43
2020,Prospect,New Haven,104,9702,23311,2.4,2411,0.25,5200,0.5,25735,2.7,166,3718,0.4,1122,46360,4.8,333401,34.36,326124,33.61,40200,218510,338448,34.9
2020,Putnam,Windham,149,9389,39934,4.3,5603,0.6,389,0,57792,6.2,264,6309,0.7,6100,40154,4.3,437260,46.57,427829,45.57,34752,331385,534949,57
2020,Redding - Mark Twain,Fairfield,16,9116,53038,5.8,3300,0.36,2735,0.3,84930,9.3,503,10549,1.2,9100,68043,7.5,957312,105.01,568480,62.36,94951,548077,927299,101.7
2020,Ridgefield,Fairfield,12,24959,178511,7.2,9905,0.4,19248,0.8,206677,8.3,1218,26390,1.1,13523,96777,3.9,2561769,102.64,2058506,82.48,192465,1543293,2762740,110.7
